,asin,title,description,category,topic_name,topic_rank,bubble_color,bubble_size,clean_link
5824,B0002DJVVE,JW Pet Company Insight Wood Perch Bird Accessory,The Small Wood Perch from Insight by JW is designed with varying <br> widths to resemble a birds natural ...,bird,bird_1,25,0.5314236842105263,38.0,48
5826,B0002DJVS2,JW Pet Company Insight ActiviToys Ring Clear Bird Toys,The ring clear activitoy by JW pet company is a brightly colored <br> translucent hanging ring that your ...,bird,bird_4,26,0.50639,40.0,54
5829,B0002DJS30,WHISPER 20 (C) Parts Main Tube,"Replacement Parts for the Whisper 20 Filter,,",other,other_4,26,0.5014,3.0,30
5832,B0002DJRIQ,Tetra 25875 Whisper C Impeller for Aquarium Filter Replacement Part,"Tetra whisper c impeller. Replacement tetra whisper power filter <br> impeller for whisper 30, 1 & 10-20 ...",fish,fish_3,60,0.4637,10.0,67
5836,B0002DJRMC,Vitakraft Guinea Pig Sticks And 3.5-Ounce Bag,Vitakraft's Glazed sticks for Guinea Pigs is a high quality <br> treat that features Honey and Whole Grai...,rabbits and rodents,rabbits and rodents_3,52,0.5364803030303031,132.0,45
5837,B0002DJVX2,JW Pet Company Insight Sand Perch T Perch Bird Accessory,"The small sand t perch from insight by JW pet company can attach <br> to the side, bottom, top of the cag...",bird,bird_6,65,0.6068764705882355,85.0,56
5841,B0002DJK4W,Aqueon Aquarium Fluorescent Starter FS-22,These starters are designed to replace the original starter in <br> magnetic ballast driven fluorescent s...,fish,fish_3,54,0.3282240740740741,54.0,41
5842,B0002DJVXW,JW Pet Company Insight Sand Perch T Perch Bird Accessory,"The Regular Sand T Perch from Insight by JW can attach to the <br> side, bottom, top of the cage on the o...",bird,bird_4,43,0.6068764705882355,85.0,56
5854,B0002DJVM8,Marineland NW1000 Natural Wave Pump Timer,Alternating water currents created by the pumps and powerheads <br> plugged into natural wave wave maker ...,fish,fish_5,76,0.4720133333333333,15.0,41
5860,B0002DJN30,Peter'S Peter'S Premium Rabbit Diet Growth Formula,"Peter's Premium rabbit foods are made from the earth's finest <br> ingredients, natural and pesticide fre...",rabbits and rodents,rabbits and rodents_4,12,0.5404,3.0,50
5862,B0002DJM72,"Energizer for Whisper 40, 60, 2, 3 and 4 Filters","The Replacement Energizer or Motor for Whisper 2, 3, 4, 40, and <br> 60 includes the Energizer and O ring...",fish,fish_5,15,0.8604499999999999,2.0,48
5869,B0002DJVPU,JW Pet Company Activitoys Play Gym Bird Toy,The Play Gym Activitoy is made from sturdy brightly colored <br> plastic. This parakeet only gym is speci...,bird,bird_2,46,0.5006088235294118,34.0,43
5876,B0002DJZUG,"MARDOG No Bark Collar for Small, Medium, Large Dogs  Upgrade 2018  Stop Barking Collar with ...",Your dog's barking has become a terrible behavior which directly <br> affects you and your neighbors but ...,cat,cat_5,42,0.647065625,32.0,164
5886,B0002DK2LW,Small Animal Habitat - NO MESS HALL,Small Animal Habitat by Penn PLAX - Get Fast Shipping and Low <br> Prices at PetsWarehouse.com on over 43...,rabbits and rodents,rabbits and rodents_1,47,0.67305,4.0,35
5887,B0002DJU4W,PP POND FISH FEEDING RING,"The feeding ring prevents food from drifting into inaccessible <br> areas of the pond, allowing you to ea...",fish,fish_1,48,-0.219675,4.0,25
5927,B0002DK03W,Perky-Pet 342 Quick-Fill Bird Seed Scoop,The Perky-Pet Quick Fill Seed Scoop has features that make <br> filling all of your bird seed feeders a q...,bird,bird_2,36,0.474198780487805,82.0,40
5930,B0002DK1I6,"Tropic Marin ATM26082 Bio Calcium Supplement, 64-Ounce","All calcareous animals, especially corals need calcium and <br> carbonates to grow and flourish. However ...",fish,fish_4,15,0.6438,7.0,54
5931,B0002DK492,Four Paws Ultimate Touch Cat Grooming Shedding Comb,Our Ultimate Touch Cat Shedding Comb has a nonslip grip and is <br> perfect for removing loose hair from ...,cat,cat_4,70,0.5131645161290322,31.0,51
5933,B0002DK3JS,"Marc Weiss Organics Reef Vital DNA Aquarium Water Treatments, 16-Ounce",Reef Vital DNA is a water conditioner product that when applied <br> allows the dipole water molecules of...,fish,fish_5,43,0.5540333333333334,3.0,70
5936,B0002DK5AK,Zupreem Fruit Blend Cockatiel Avian Breeder Diet 40lb,ZuPreem Avian Breeder Diets are nutritionally rich extruded <br> diets designed to support the reproducti...,bird,bird_2,34,0.4899600000000001,5.0,53
5946,B0002DJT7K,Rena Air 100/200 Tune-Up Kit,Replacement diaphram and valve block for the RENA AIR 100 &amp; <br> 200 aquarium air pumps. Restores air...,fish,fish_2,54,0.3164428571428571,7.0,28
5947,B0002DK2DU,Roll n Clean Self Cleaning Litter Box,"Omega Paw's Roll'n Clean, Self-Cleaning Litter Box is just what <br> you are looking for! The Roll'n Clea...",cat,cat_4,64,0.62876664495114,1535.0,37
5951,B0002DK5E6,Ferret Tent-o-Fun - For Ferrets &amp; Other Small Animals,"Provide your ferret with a great place to hang out! Made with <br> durable, washable material, it will fi...",rabbits and rodents,rabbits and rodents_1,58,0.0952,2.0,57
5977,B0002DK5D2,GYM BAR (SAM-142 ONLY),"Virtually Indestructible, fun and exercise for your small animal.",rabbits and rodents,rabbits and rodents_2,16,-0.0545999999999999,2.0,22
5978,B0002DK5XM,T-Rex Tasty Twigs - 2 oz,",T-Rex Tasty Twigs,Yummy, brightly colored twigs your pet will <br> love. A great treat for small ...",rabbits and rodents,rabbits and rodents_4,53,0.66008,5.0,24
5982,B0002DJRKO,Vitakraft Rabbit Sticks And 4-Ounce Bag,Vitakraft's Glazed sticks for Rabbits is a high quality treat <br> that features honey and whole grains y...,rabbits and rodents,rabbits and rodents_3,37,0.6054437499999998,64.0,39
5987,B0002DK8OI,Kaytee Natural Timothy Hay Cubes Rabbits &amp; Small Animals,Kaytee Timothy Cubes are compressed blocks of nutritious <br> sun-cured timothy hay that are ideal as a n...,rabbits and rodents,rabbits and rodents_1,34,0.4195152410575434,643.0,60
5994,B0002DK5EQ,Timber Small Mouse House,"made from 100% natural timber; provides shelter, seclusion and <br> security",rabbits and rodents,rabbits and rodents_1,7,0.75495,2.0,24
6003,B0002DK5B4,"PREMIUM NUTRITIONAL PRODUCTS Zupreem Avianbreeder Parrots &amp; Conures Fruitblend Flavor, 40 lb",Avian Breeder fruit blend with natural fruit flavors provides <br> balanced nutrition for health and repr...,bird,bird_6,21,0.6488047619047619,21.0,96
6008,B0002DK9UG,Kaytee Supreme Daily Blend Dove Food,"Kaytee Supreme Dove food is a wholesome, high-quality mix that <br> contains all of the natural protein, ...",bird,bird_6,68,0.4653712918660282,209.0,36
6009,B0002DK9D8,"Kaytee Wild Bird Food, 5lb","One of the most popular blends in America, Kaytee wild bird food <br> basic blend has long been the mains...",bird,bird_6,22,0.6137157894736841,19.0,26
6010,B0002DKA14,Sea Horse 3/4 HP Pump,Lifegard Sea Horse 3/4 HP Self Priming Pump is manufactured with <br> reinforced fiberglass for strength ...,rabbits and rodents,rabbits and rodents_3,42,0.7894999999999999,4.0,21
6014,B0002DK9RE,Kaytee Supreme Bird Food For Parakeets,"Kaytee Supreme Parakeet food is a wholesome, high-quality mix <br> that contains all of the natural prote...",bird,bird_6,50,0.4769594339622637,212.0,38
6029,B0002DKALE,Lifegard Aquatics 3/4-Inch Bulkhead Fitting Kit,Custom installations are easier and safer with all parts <br> included in this convenient 3/4-inch Slip k...,rabbits and rodents,rabbits and rodents_4,63,0.2329666666666667,24.0,47
6034,B0002DKC6C,"Kaytee Forti-Diet Hamster And Gerbil Food, 3-Pound",Kaytee Forti-Diet contains wholesome ingredients that provide <br> essential nutrients to ensure proper g...,rabbits and rodents,rabbits and rodents_5,43,0.4056,2.0,50
6037,B0002DKECO,"WavePoint 6500k Daylight Photon Energy LED High Output Light Strip, 30-watt, 36-Inch",Wave Point 36 inch 30 watt 6500 k High Output LED light strip <br> uses 1 watt LED lamps with built conic...,other,other_6,60,0.82985,2.0,84
6038,B0002DKBY0,"Ware Manufacturing Cattachment Fuzz E Bed Cat Bed Cover, Fits 14-Inch","Ware Manufacturing's Cattachment Fuzz-E-Bed Cover is a <br> removable, reversible bed cover that has a fl...",cat,cat_2,45,0.6695333333333333,3.0,69
6052,B0002DKEE2,"WavePoint 10000k Daylight Photon Energy LED High Output Light Strip, 40-watt, 48-Inch","Wave Point 48 inch 40 watt 10,000 k High Output LED light strip <br> uses 1 watt LED lamps with built con...",other,other_1,48,0.48755,2.0,85
6061,B0002DK9TM,Kaytee Supreme Bird Food For Parrots,"Kaytee Supreme Parrot food is a wholesome, high-quality mix that <br> contains all of the natural protein...",bird,bird_1,62,0.3834333333333333,144.0,36
6081,B0002DRJQI,"Kenic Defender Organic Pet Shampoo, 17-Ounce",Defender Pet Shampoo is made with the finest ingredients found <br> in nature. A unique blend of citrus a...,rabbits and rodents,rabbits and rodents_1,8,0.3294,2.0,44
6087,B0002E24HG,"Endura Flap Replacement Flap, Small",These replacement flaps are designed forEndura Flap Pet Doors. <br> Not that the rod which supports the f...,rabbits and rodents,rabbits and rodents_1,59,-0.47375,2.0,35
6091,B0002E7ILS,New Life Spectrum Cichlid 125g,125g 1mm Sinking/Fresh H2O,fish,fish_5,71,0.5587658536585365,41.0,30
6094,B0002E7IUO,NLS Marine Fish Sinking Pellet Food,This product is easy to use. This product adds a great value. <br> This product is manufactured in United...,fish,fish_5,23,0.6137600000000001,15.0,35
6097,B0002E7JPS,New Life Spectrum Thera A - Small Fish - 120 Grams,",New Life Spectrum Thera A - Small Fish,New Life Spectrum food <br> is made with high quality, easily ...",fish,fish_5,48,0.62646,30.0,50
6101,B0002E7J94,New Life Spectrum Small Fish Formula 200g,"New Life Spectrum food is made with high-quality easily <br> digestible South Antarctic Krill, Herring, S...",fish,fish_5,53,0.6179733333333333,45.0,41
6103,B0002E7JSA,New Life Spectrum Thera A Small Fish 1600g,.5mm Sinking/Salt/Fresh/Non-Medicated/Anti-Parasitic,fish,fish_3,1,0.7855666666666666,6.0,42
6105,B0002E7K52,New Life Spectrum Thera A Regular Formula - 125 g,New Life creates pet products for owners that have safety and <br> health as their top priority. BLANK en...,fish,fish_5,61,0.5838925619834708,121.0,49
6107,B0002E7JC6,New Life Spectrum Large Fish Formula 3mm Sinking Salt/Freshwater Pet Food,"New life spectrum large fish formula, sinking pellet food <br> hormone-free color enhancing formula 3mm s...",fish,fish_6,67,0.5910809523809523,21.0,73
6109,B0002E7KDO,New Life International Spectrum Cichlasoma Sinking 150g,"&quot;New Life Spectrum food is made with high&#045;quality <br> easily digestible South Antarctic Krill,...",fish,fish_3,11,0.84195,2.0,55
6110,B0002E7K1G,"New Life Spectrum 62046 Grow Formula-0.5mm Sinking Pellets, 120 g","Natural color enhancing 5mm sinking pellet formulated for all <br> freshwater and marine species, includi...",fish,fish_6,62,0.6368666666666667,15.0,65
6111,B0002E7JIK,New Life Spectrum Thera-A Jumbo 6Mm Sinking Salt/Freshwater Pet Food,New life spectrum Thera a jumbo - 6mm sinking/salt/fresh - 600g <br> :6 mm sinking pellet new life spectr...,fish,fish_4,72,0.4621307692307693,13.0,68
6112,B0002E7KEI,New Life Spectrum Cichlasoma Formula - 3mm Sinking Pellets - 250g,"&quot;New Life Spectrum food is made with high&#045;quality <br> easily digestible South Antarctic Krill,...",fish,fish_5,65,0.6249666666666666,6.0,65
6113,B0002E7KT8,New Life International Spectrum Freshwater Flake With Garlic 90g,"New Life Spectrum? food is made with high-quality easily <br> digestible South Antarctic Krill, Herring, ...",fish,fish_3,23,0.7461044444444442,45.0,64
6115,B0002E7J8K,"New Life Spectrum 62016 120g Fish Sink Food, Small",New Life Sm Fish Sinking Pellet Food New Life Spectrum food is <br> made with high-quality easily digesti...,fish,fish_5,79,0.4767132075471698,53.0,50
6116,B0002E7JBW,NewLife Spectrum Large Fish Formula 3mm Sinking Pellet Fish Food,Give your larger fish the nutrition they need to thrive and look <br> great with the New Life Spectrum La...,fish,fish_5,56,0.5961153846153845,65.0,64
6118,B0002E7KUC,New Life Spectrum Optimum Flake With Garlic 90g,"New Life Spectrum? food is made with high&#045;quality easily <br> digestible South Antarctic Krill, Herr...",fish,fish_6,23,0.4484333333333333,24.0,47
6120,B0002E7IU4,New Life Spectrum Marine Fish Formula 1mm Sinking Pet Food,Experience extreme color enhancement and extra vitality in your <br> fish. New life spectrum marine sinki...,fish,fish_5,44,0.5426195121951214,82.0,58
6122,B0002E7KF2,New Life International Spectrum X-Large Fish Floating 225g,"New Life Spectrum? food is made with high&#045;quality easily <br> digestible South Antarctic Krill, Herr...",fish,fish_5,9,0.6121333333333333,3.0,58
6123,B0002E7JD0,New Life Spectrum Lg Fish Sinking Pellet,"&quot;New Life Spectrum food is made with high&#045;quality <br> easily digestible South Antarctic Krill,...",fish,fish_3,76,0.5618147058823529,34.0,40
6125,B0002E7KD4,New Life International Spectrum H20 Stable Wafers 2240g,"""New Life Spectrum food is made with high-quality easily <br> digestible South Antarctic Krill, Herring, ...",fish,fish_5,28,0.69435,4.0,55
6126,B0002E7KSO,New Life Spectrum Extra Large Fish Formula 1600 gm,"New Life Spectrum food is made with high-quality easily <br> digestible South Antarctic Krill, Herring, S...",fish,fish_5,12,0.7758499999999999,2.0,50
6128,B0002E7K7K,New Life Spectrum Thera A Regular 2000g,1mm Sinking/Non-Medicated/Anti-Parasitic,fish,fish_6,9,0.551,3.0,39
6130,B0002E7IWM,New Life Spectrum Discus 250g,"&quot;New Life Spectrum food is made with high&#045;quality <br> easily digestible South Antarctic Krill,...",fish,fish_4,75,0.4182300000000001,10.0,29
6131,B0002E7K9S,New Life Spectrum Thera A Large Fish - 500g,"New Life Spectrum food is made with high quality, easily <br> digestible South Antarctic krill, herring, ...",fish,fish_3,78,0.4996545454545455,22.0,43
6133,B0002EOK0A,"Tropimix Small Parrot Premium Formula, 1.9-Pound","Tropimix Food Formula for Small Parrots is a wholesome blend of <br> the finest hulled grains, legumes, f...",bird,bird_2,24,0.792657142857143,7.0,48
6135,B0002EOJIS,"Tropican Small Birds Egg Granules, 8-Pound","This scientifically formulated tropican egg granules are <br> completely balanced, extruded tiny granules...",bird,bird_5,6,0.2026,3.0,42
6137,B0002EOK14,TropiMix Premium Food Formula for Small Parrot,"Tropimix Food Formula for Small Parrots is a wholesome blend of <br> the finest hulled grains, legumes, f...",bird,bird_4,27,0.6732374999999999,16.0,46
6150,B0002EOJPQ,Tropican Lifetime Maintenance Formula Food Sticks For Parrots,"This tropican lifetime formula sticks for parrots is a <br> scientifically formulated, completely balance...",bird,bird_3,67,0.5942214285714286,14.0,61
6154,B0002EOK3M,TropiMix Premium Food Formula for Large Parrots,"80662 Size: 4.4 Pounds Pictured in 4.4 Pounds For over 20 years, <br> TropiMix has provided pet birds wit...",bird,bird_3,41,0.59239375,16.0,47
6155,B0002EOJH4,"80510 Tropican Egg Granules Standup Zipper Bag, 1.8-Pound","Living world tropican egg granules for Budgies, canaries and <br> finch is an extruded food for total nut...",bird,bird_6,63,0.4834500000000001,4.0,57
6159,B0002EOJZG,TropiMix Premium Food Formula for Cockatiels and Lovebirds,80633 Size: 8 Pounds Features: -Lovebird/cockatiel food. -Builds <br> the immune system by stimulating bl...,bird,bird_3,21,0.62252,5.0,58
6167,B0002EWOVW,EZ Crock 20 oz,"The EZ crock is a great clip on crock for your pet. Just lift <br> off the clip, slip through the cage wi...",bird,bird_4,40,0.3922333333333334,3.0,14
6169,B0002EWNPE,EZ Crock 5 oz,"The EZ crock is a great clip on crock for your pet. Just lift <br> off the clip, slip through the cage wi...",rabbits and rodents,rabbits and rodents_3,70,0.6255999999999999,3.0,13
6170,B0002EWOA8,EZ Crock 10 oz,"The EZ crock is a great clip on crock for your pet. Just lift <br> off the clip, slip through the cage wi...",rabbits and rodents,rabbits and rodents_6,11,0.6510857142857143,7.0,14
6172,B0002EZIRO,Lixit Hamster Weather Resistant Wide-Mouth Bottle - 8 oz,"8 oz Hamster Bottle, Wide Mouth Bottle for Hamsters, Rats, Mice <br> and other Small Pets.",bird,bird_4,39,0.7345666666666667,3.0,56
6185,B0002FNMIU,Harley Davidson T-Shirt - Medium - Black,The harley-davidson name is proudly displayed on this pet <br> t-shirt. Cotton / poly blend material make...,cat,cat_1,77,0.932425,4.0,40
6187,B0002FP1WU,Wesco Pet Mucho Grande Shreddable Parrot toy,Bird Kabobs are the ultimate shreddable bird toys. Made from a <br> soft pithy wood. They are irresistibl...,bird,bird_1,55,0.4291357142857142,14.0,44
6189,B0002FP2VK,- GPS BULK CARIBBEAN CRUNCH 2.5#,"by GOURMET PET SUPPLY - Get Fast Shipping and Low Prices at <br> PetsWarehouse.com on over 43,000 Pet Sup...",bird,bird_2,63,0.32735,2.0,32
6190,B0002FP3EG,Goldenfeast Madagascar Delite 64Oz Bird Food,Goldenfeast Madagascar Delite 64oz Bird Food,bird,bird_6,26,0.6083611111111114,36.0,44
6193,B0002FP1WA,Wesco Pet Kabob Shreddable Parrot toy,Bird Kabobs are the ultimate shreddable bird toys. Made from a <br> soft pithy wood. They are irresistibl...,bird,bird_2,28,0.4565377358490563,53.0,37
6194,B0002FP34G,Goldenfeast Australian Blend 25oz Bird Food,Goldenfeast Australian Blend 25oz Bird Food,bird,bird_2,12,0.7118627906976744,43.0,43
6195,B0002FP3CI,Goldenfeast Colossal Parrot Food 57 oz,"Parrot food for large birds made with more than 40 ingredients. <br> Includes delights such as, Macadamia...",bird,bird_4,4,0.5340666666666666,3.0,38
6196,B0002FP3UA,Volkman Seed Avian Science Super Hookbill 20lb,"Safflower based mix, no sunflower added. Suitable for small to <br> larger Hookbills.  Safflower Seed, Co...",bird,bird_4,50,0.5488083333333333,24.0,46
6197,B0002FP3GE,Goldenfeast Hookbill Blend Petite 25oz Bird Food,"Goldenfeast Hookbill Blend Petite 25oz Bird Food,,",bird,bird_3,70,0.703225,8.0,48
6198,B0002FP3V4,Volkman Seed Avian Science Super Lovebird/ Conure 20lb,"Volkman Avian Science Super Parrot Mix is a nutritionally <br> balanced diet of healthy Safflower Seed, G...",bird,bird_6,24,0.3570285714285714,7.0,54
6199,B0002FP3UK,Volkman Seed Avian Science Super Lovebird/ Conure 2lb,"Small Hookbill mix, suitable for Lovebirds, Conures and small <br> Hookbills.",bird,bird_3,68,0.4664571428571429,7.0,53
6202,B0002FP3FK,Goldenfeast Nectargold Complete 72oz Bird Food,"INGREDIENTS: Defatted soy flour, corn flour, long grain rice <br> flour, freeze dried banana powder, Durh...",bird,bird_6,64,0.4558666666666667,18.0,46
6204,B0002FP3NM,Goldenfeast Tropic Fruit Pudding Blend 25oz Bird Food,Tropic Fruit Pudding Blend is for all exotic parrots. A blend of <br> vacuum processed tropical fruit chi...,bird,bird_3,53,0.6437799999999999,5.0,53
6206,B0002FP3TQ,Volkman Seed Avian Science Super Hookbill 2lb,Volkman Avian Science Super Diets offer a whole constellation of <br> heavenly ingredients to provide bal...,bird,bird_6,35,0.6986399999999999,5.0,45
6207,B0002FP35U,Goldenfeast Central American Preservation Blend II 64 Oz,"INGREDIENTS:  Tree Nuts (May Contain One Or More Of The <br> Following; Cashews, Almonds, Pecans, Pistach...",bird,bird_4,17,0.6700344827586207,29.0,56
6212,B0002FP3TG,Volkman Seed Avian Science Super Finch 20lb,Volkman Avian Science Super Diets offer a whole constellation of <br> heavenly ingredients to provide bal...,bird,bird_6,28,0.5007333333333334,3.0,43
6217,B0002FP46S,Planet Pleasures Mini Balls &amp; Stars,Hand woven palm leaf in bright attractive colors in the shape of <br> balls and stars. Gives hours of che...,bird,bird_0,44,0.6907833333333334,6.0,39
6220,B0002FP1W0,Wesco Pet Kabob Shreddable Bird Toy,Bird Kabobs are the ultimate shreddable bird toys. Made from a <br> soft pithy wood. They are irresistibl...,bird,bird_2,23,0.5150618285714287,875.0,35
6222,B0002FP3SC,Volkman Seed Avian Science Super Cockatiel With Sunflower 20lb,"Millet, Safflower Seed, Canary Grass Seed, Oat Groats, <br> Buckwheat, Sunflower Seed, Wheat, Mixed Feed ...",bird,bird_4,10,0.6247,6.0,62
6224,B0002FP3HS,Goldenfeast South American Preservation Blend I 64oz Bird Food,"For All Parrots to include Eclectus, Macaws, Lories, Lorikeets <br> and more ! 

Instant Cook or Feed Dry...",bird,bird_3,26,0.6823250000000001,4.0,62
6225,B0002FP3U0,Volkman Seed Avian Science Super Hookbill,"Safflower based mix, no sunflower added. Suitable for small to <br> larger Hookbills.",bird,bird_1,31,0.5371935897435896,78.0,41
6226,B0002FP3OG,Goldenfeast Veggie Crisp Delite 17 oz.,"Goldenfeast Veggie Crisp Delite 17 oz.,,",bird,bird_4,35,0.38945,8.0,38
6230,B0002FP3RI,Volkman Seed Avian Science Super Canary Seed 2lb,"Canary Bird Seed Ingredients: Canary Grass Seed, Rape Seed, <br> Golden German Millet,Steel-cut Oat Chips...",bird,bird_4,36,0.2784909090909091,22.0,48
6234,B0002FP3SM,Volkman Avian Science Super Eclectus Diet,Seed mixed formulated to meet the specialized dietary needs of <br> the Eclectus Parrot. No vitamins adde...,bird,bird_6,58,0.5453008196721312,122.0,41
6236,B0002FP3EQ,"Goldenfeast Madagascar Delite Bird Food, 25 Ounces, for African Grays and Other Medium to Large ...","Goldenfeast Madagascar Delite 25oz Bird Food,,",bird,bird_2,33,0.3414842105263157,19.0,103
6241,B0002FP32I,Feathered Phonics The Easy Way To Teach Your Bird To Speak Volume 3: Barnyard Fun! 96 Sound Effects ...,Volume 3: Barn Yard Run! 96 Sound Effects & Words Your bird can <br> be quacking like a duck and waking y...,bird,bird_1,69,0.2448611111111111,18.0,109
6242,B0002FP31E,Beak Appetit Le Grass Cafe 2.5oz Bird Treat,nan,bird,bird_1,73,0.4943,2.0,43
6245,B0002FP3UU,Volkman Seed Avian Science Lovebird &amp; Conure Bird Seed,"Small Hookbill mix, suitable for Lovebirds, Conures and small <br> Hookbills.,,",bird,bird_1,53,0.4897172839506174,81.0,58
6266,B0002GV952,Lupine 3/4 Inch Beetlemania Combo Collar for Small to Medium Dogs,"All Lupine products are proudly built in Conway, New Hampshire <br> and GUARANTEED (Even if Chewed)! 3/4""...",dog,dog_6,72,0.5710857142857143,7.0,65
6272,B0002H3O18,Lupine 1/2&quot; Beetlemania H-Style Small Pet Harness,"All Lupine products are proudly built in Conway, New Hampshire <br> and Guaranteed (Even if Chewed). Made...",cat,cat_2,73,0.8875500000000001,2.0,54
6280,B0002H3RRO,Vo-Toys Latex Stuffed Gigantic Yellow Hippo Dog Toy,Latex material. Safe squeak toy. Bright and colorful. Easy to <br> clean. Ideal for medium to large dogs.,dog,dog_5,47,0.85375,4.0,51
6315,B0002H3T3G,Oster GroomMaster Professional Animal Clipper,Heavy duty professional clipper with powerful universal rotary <br> motor designed for wide blade cutting...,dog,dog_6,29,0.6003555555555554,9.0,45
6369,B0002H3XQE,Perla 7 Dog Bed - Green - 40.5 in. x 28 in.x 12.5 in.,"The Perla Bed is an excellent quality molded plastic bed from <br> Italy for dogs or cats.,,",dog,dog_3,16,0.92755,6.0,53
6382,B0002HBKV4,"Kent Marine AKM00409 Micro Vert Vitamins for Fish, 64-Ounce","Kent micro-vert contains a nutritionally balanced diet for <br> corals, sponges, anemones, gorgonians, fe...",fish,fish_5,7,0.246525,4.0,59
6383,B0002HBL54,"Fluval Suction Cup for Filters, 30-Millimeter, 4-Pack","This suction cup is used for Fluval filter models 104, 105, 204, <br> 205, 304, 305, 404, 405. Also used ...",fish,fish_5,6,0.43476,5.0,53
6385,B0002HBKKK,Undergravel Filter - 30 or 40H Gallon - 36 in. x 12 in.,The Perfect-a-Flow Undergravel Filter is a biological filtration <br> system for fresh or saltwater aquar...,rabbits and rodents,rabbits and rodents_5,3,0.4137666666666666,3.0,55
6386,B0002HBKT6,"Kent Marine Supplement, 1gallon 128 oz Tech M Magnesium",Concentrated liquid supplement provides magnesium for healthy <br> coral growth Aids in maintaining prope...,rabbits and rodents,rabbits and rodents_4,69,0.4403529411764706,17.0,55
6387,B0002HBKKA,"Perfecto Manufacturing APFR01049 30-Inch Marineland Plastic Glass Canopy Back Strip for Aquarium, ...",Perfecto Marine land glass canopy back strip replacement part <br> for Perfecto aquariums. Made of plasti...,fish,fish_2,40,0.46167,20.0,110
6394,B0002HBKPA,"Hikari AHK21166 Tropical Micrpellets, 2.2lb Bulk","Micro Pellets are small, multi-colored pellets developed <br> specifically for small-mouth fishes, provid...",fish,fish_3,19,0.73475,6.0,48
6406,B0002HBL1S,"Intake Stem for Aqua Clear 70, 110, 300 and 500 Filters","This is the replacement intake stem for the Aqua Clear 70, 110, <br> 300 or 500 filters.",other,other_6,11,0.5566800000000001,5.0,55
6412,B0002HBLV8,KENT PHYTOPLEX PLANKTON 64OZ,"Description:Kent Phytoplex is a highly concentrated complex of <br> aqua cultured, naturally occurring ma...",fish,fish_2,2,0.6851,5.0,28
6415,B0002HBMMG,Microbe Lift 1-Quart Pond Microbe-Lift Autumn Winter Prep AUTPREP,Specially formulated for pond winterization,fish,fish_3,75,0.4374171874999999,64.0,65
6421,B0002HBOFQ,Ethical Rattle Clatter Mouse Cat Toy with Catnip,Rattle clatter mouse makes sounds and contains catnip your <br> feline friend will be sure to enjoy. Fun ...,rabbits and rodents,rabbits and rodents_5,41,0.5470666666666667,3.0,48
6431,B0002HBO3S,SCWD Wavemakers 3/4&quot;&quot;,"The SCWD (pronounced ""squid"") is a revolutionary device designed <br> to provide alternating currents wit...",fish,fish_5,40,0.530825,12.0,31
6433,B0002HBKO6,"Two Little Fishies ATLHC4A Hydrocarbon for Aquarium Filter, 1-Litre","Two little fishies hydrocarbon designed specifically for better <br> purification of water, the two littl...",fish,fish_5,2,0.70722,5.0,67
6487,B0002I73KA,"Sandia Pet Products 3/8"" REGULAR Blaze Orange Ferret Collar with Bell - Adjustable 6 to 8 Inches","Top quality, adjustable nylon ferret collar with bell,,",rabbits and rodents,rabbits and rodents_5,40,0.448925,4.0,96
6492,B0002I73LE,"Sandia Pet Products 3/8"" REGULAR Lavender Ferret Collar with Bell - Adjustable 6 to 8 Inches","Top quality, adjustable nylon ferret collar with bell,,",cat,cat_5,18,0.8349333333333333,3.0,92
6513,B0002I9O8E,"Vet's Best Feline Urinary Tract Support Cat Supplements, 60 Chewable Tablets",Vet's best urinary support supplement provides special urinary <br> tract assistant for cats. This soothi...,cat,cat_4,71,0.5037362704918033,488.0,76
6546,B0002II7EG,Sandia Pet Products Neon Green Cat Safety Collar - Adjustable 8 to 12 inch,"Top quality, adjustable nylon cat safety collar,,",cat,cat_2,71,0.86295,2.0,74
6548,B0002II7G4,Sandia Pet Products Raspberry Cat Safety Collar - Adjustable 8 to 12 inch,"Top quality, adjustable nylon cat safety collar,,",cat,cat_2,78,0.6930000000000001,2.0,73
6571,B0002IP4CY,Sandia Pet Products REGULAR Light Pink Ferret Collar with Bell - Adjustable 6 to 8 Inches,"Top quality, adjustable nylon ferret collar with bell,,",rabbits and rodents,rabbits and rodents_3,19,0.7087000000000001,5.0,89
6572,B0002IPJ3I,Sandia Pet Products Neon Green Ferret Harness with Bell,"Top quality, adjustable nylon ferret harness with bell,,",rabbits and rodents,rabbits and rodents_5,11,0.5148571428571428,14.0,55
6576,B0002IPJ4M,"Sandia Pet Products 3/8"" REGULAR Fuchsia Ferret Harness with Bell - Adjustable","Top quality, adjustable nylon ferret harness with bell,,",rabbits and rodents,rabbits and rodents_4,28,0.9523,2.0,78
6577,B0002IPJ3S,"Sandia Pet Products 3/8"" REGULAR Purple Ferret Harness with Bell - Adjustable","Top quality, adjustable nylon ferret harness with bell,,",rabbits and rodents,rabbits and rodents_3,18,0.7194571428571427,14.0,77
6578,B0002IPI8Y,"Sandia Pet Products 3/8"" REGULAR Red Ferret Harness with Bell - Adjustable","Top quality, adjustable nylon ferret harness with bell,,",rabbits and rodents,rabbits and rodents_5,39,0.62768,5.0,74
